episode,name,line,emotion,score
6x21 - Hopeless,Barney,"Uh, L-Lily, uh, talk about your open marriage.
",neutral,0.8378942012786865
6x21 - Hopeless,Lily,"Okay. Well, after a long day of style meetings and photo sh**t and being way too mean to my assistant, I sometimes bang an underwear model.
",disgust,0.8257479071617126
6x21 - Hopeless,Marshall,"I sleep around, too. Just as much. A little more, even.
",neutral,0.9421922564506531
6x21 - Hopeless,Lily,"Oh, uh, only 'cause you have nothing to do all day.
",neutral,0.6029831767082214
6x21 - Hopeless,Marshall,"Are we having this fight again? Writing plays is a real job!
",neutral,0.5978342890739441
6x21 - Hopeless,Lily,"I work 90 hours a week subsidizing your ""real job.""
",neutral,0.7391253113746643
6x21 - Hopeless,Marshall,"I won a Tony!
",joy,0.7617127299308777
6x21 - Hopeless,Lily,"I brought French cooking to America!
",joy,0.6678726673126221
6x21 - Hopeless,Marshall,"What?
",surprise,0.9159603714942932
6x21 - Hopeless,Barney,"Let's do shots.
",neutral,0.835969865322113
6x21 - Hopeless,Barney,"No. Don't you remember what you said to me when I was a kid? ""Never stop partying.""
",anger,0.3752024471759796
6x21 - Hopeless,Barney,"You don't remember the last thing you said to me when I was a kid? Well... you know, why don't you just go back home?
",surprise,0.3190158009529114
6x21 - Hopeless,Barney,"Yeah, well, I want to hang out with Crazy Jerry, not Stay-at-Home Jerome.
",neutral,0.6005260944366455
6x21 - Hopeless,Barney,"Can you believe it? This is awesome!
",surprise,0.8931536674499512
6x21 - Hopeless,Robin,"Barney, how is that awesome?
",surprise,0.9450033903121948
6x21 - Hopeless,Barney,"I finally know what it's like to be embarrassed by my dad.
",sadness,0.4868093430995941
6x21 - Hopeless,Marshall,"So you really believe that if we were in an open marriage that you would do better than me?
",surprise,0.9012442827224731
6x21 - Hopeless,Lily,"Hey, you do better than me at a lot of other things, like digesting dairy... and reaching for stuff.
",neutral,0.7913869023323059
6x21 - Hopeless,Lily,"So our usual wager. Deal.
",neutral,0.8955768942832947
6x21 - Hopeless,Barney,"Hey, uh, hey, Jerry, y... you really want to be out here like this?
",surprise,0.33171215653419495
6x21 - Hopeless,Barney,"No, of course not. I... I just...
",neutral,0.5112712383270264
6x21 - Hopeless,Barney,"Yeah! Let's do it! Uh, maybe fix the tie. But mostly, party!
",anger,0.6230509877204895
6x21 - Hopeless,Robin,"Okay, Jerry's gone; Let's break up.
",sadness,0.714932382106781
6x21 - Hopeless,Ted,"Okay. ""I would have stolen you a whole orchestra."" There. What's the rush?
",anger,0.49486827850341797
6x21 - Hopeless,Robin,"Well, that guy who came over here who thinks we're dating, I kind of have a crush on him. Can you help me clear it up?
",neutral,0.3785235583782196
6x21 - Hopeless,Ted,"Really? That guy? He was, like, a four.
",surprise,0.9185121655464172
6x21 - Hopeless,Robin,"A four? God, you are, like, the worst judge of guys ever. Okay, if he is a four, what are you?
",disgust,0.8771694302558899
6x21 - Hopeless,Ted,"Hey! I'm not perfect; I'm an eight... and a half.
",anger,0.2442203015089035
6x21 - Hopeless,Robin,"You're a doofus and a half.
",disgust,0.6540570855140686
6x21 - Hopeless,Ted,"Fine. Let's go talk to him. Where'd you meet this booger-eater anyway?
",anger,0.578984260559082
6x21 - Hopeless,Robin,"At a close-out sale at Dawes.
",surprise,0.5254705548286438
6x21 - Hopeless,Ted,"Really? I remember that sale.
",surprise,0.9665786027908325
6x21 - Hopeless,Ted,"Hey, Robin.
",joy,0.41304078698158264
6x21 - Hopeless,Robin,"Oh, Ted. Oh, no.
",disgust,0.32868894934654236
6x21 - Hopeless,Ted,"Look what I just bought. Right? Right? (He is wearing the Red Boots)
",anger,0.35440701246261597
6x21 - Hopeless,Ted,"Hold on. We were dating then. I specifically remember, because we had great sex that night. Great sex.
",neutral,0.622927725315094
6x21 - Hopeless,Ted,"Let me guess. Someone wants to knock... boots. Boots.
",neutral,0.7752837538719177
6x21 - Hopeless,Robin,"Just take off your damn shirt. Okay.
",anger,0.8512960076332092
6x21 - Hopeless,Ted,"All right.
",neutral,0.6831143498420715
6x21 - Hopeless,Robin,"All right. Whoa, stop.
",anger,0.8040871620178223
6x21 - Hopeless,Ted,"What?
",surprise,0.9159603714942932
6x21 - Hopeless,Robin,"Stop. Perfect.
",anger,0.767146646976471
6x21 - Hopeless,Ted,"But I... I can't see, and you can't see me.
",fear,0.29239869117736816
6x21 - Hopeless,Robin,"Yeah. Yeah, just like that.
",neutral,0.8298630118370056
6x21 - Hopeless,Ted,"You were picturing your crush!
",disgust,0.5600286722183228
6x21 - Hopeless,Robin,"Well, somebody had to.
",neutral,0.8387379050254822
6x21 - Hopeless,Ted,"Okay, okay, answer me this. Are you absolutely sure it had nothing whatsoever... to do with the boots?
",neutral,0.40005868673324585
6x21 - Hopeless,Robin,"Yes.
",neutral,0.9007015228271484
6x21 - Hopeless,Barney,"(laughing)Hey, hey! There we go!
",joy,0.9555410742759705
6x21 - Hopeless,Barney,"Oh...!
",surprise,0.9116004109382629
6x21 - Hopeless,Barney,"It's okay, Dad. I never thought tonight would be so awesome! So... next stop, strip club. The Lusty Leopard has a special...
",joy,0.2911032736301422
6x21 - Hopeless,Barney,"What?
",surprise,0.9159603714942932
6x21 - Hopeless,Barney,",
",neutral,0.8052096366882324
6x21 - Hopeless,Barney,"But all those crazy things you did.
",anger,0.32069557905197144
6x21 - Hopeless,Barney,"A drunk audience.
",disgust,0.9839837551116943
6x21 - Hopeless,Barney,"No, no, no. You don't even know! Right here!
",disgust,0.4025995135307312
6x21 - Hopeless,Barney,"Oh...!
",surprise,0.9116004109382629
6x21 - Hopeless,Barney,"What just happened?
",surprise,0.8583605885505676
6x21 - Hopeless,Barney,"Well, why do all those things?
",surprise,0.4870242476463318
6x21 - Hopeless,Barney,"You lied to me all night for your own selfish reasons? Daddy...!
",anger,0.7844770550727844
6x21 - Hopeless,Barney,"Hey, you know, a... a pretty good magician like you probably knows how to, say, get out of a standard set of handcuffs.
",neutral,0.6038010120391846
6x21 - Hopeless,Barney,"Well, here's something you didn't know... I'm a pretty good magician, too.
",neutral,0.5081289410591125
6x21 - Hopeless,Robin,"Oh, hey! Thank you so much. We're super excited. We're thinking June. (
",joy,0.9550684690475464
6x21 - Hopeless,Ted,",
",neutral,0.8052096366882324
6x21 - Hopeless,Ted,"Do you have these in a size 11?
",neutral,0.8240342736244202
6x21 - Hopeless,Robin,"So get off the field at the Superdome, because you ain't no saint.
",neutral,0.8113168478012085
6x21 - Hopeless,Marshall,"Hello.
",neutral,0.9507534503936768
6x21 - Hopeless,Robin,"I, uh... Oh.
",neutral,0.48242634534835815
6x21 - Hopeless,Marshall,"Hi, Robin. Could I have your phone number?
",neutral,0.7319673895835876
6x21 - Hopeless,Barney,"We need someplace to hide.
",neutral,0.9249219298362732
6x21 - Hopeless,Barney,"No, Jerry, this is not the time to go to another club! We've got to get you back home in time for that trip. But there's no more trains, there's no cabs.
",neutral,0.5219868421554565
6x21 - Hopeless,Barney,"Step on it! Jerry...
",anger,0.5002722144126892
6x21 - Hopeless,Barney,"Jerry, we have got to get you home in time for that fishing trip.
",neutral,0.7345773577690125
6x21 - Hopeless,Barney,"This is no time for laws!
",anger,0.8939389586448669
6x21 - Hopeless,Barney,"I am not going to buckle up!
",anger,0.7281463742256165
6x21 - Hopeless,Ted,"Hey! How's the open marriage going? Who was the first one to get the five numbers?
",surprise,0.6329271793365479
6x21 - Hopeless,Lily,"I won that race. My prize... sex in the bathroom.
",joy,0.8859724998474121
6x21 - Hopeless,Marshall,"And I won that race.
",joy,0.8320064544677734
6x21 - Hopeless,Lily,"Aw, sorry that secret crush didn't work out for you.
",sadness,0.8966678977012634
6x21 - Hopeless,Robin,"Oh, it's okay. I guess it just wasn't meant to be.
",neutral,0.711460292339325
6x21 - Hopeless,Lily,"Why are you smiling?
",joy,0.5940790176391602
6x21 - Hopeless,Robin,"I don't know. Good night.
",neutral,0.7855692505836487
6x21 - Hopeless,Barney,"How did you do it?
",surprise,0.759913444519043
6x21 - Hopeless,Barney,"How did you become this? I mean, I love my life, but... I'm not sure I like loving it. Sure, strip clubs...
",neutral,0.48406320810317993
6x21 - Hopeless,Barney,"Hey, I'm trying to open up to you...
",neutral,0.4107096791267395
6x21 - Hopeless,Barney,"When I think about going for anything more than that, I look at my life, and who I am, and... I'm too far gone. I'm broken.
",sadness,0.9520959258079529
6x21 - Hopeless,Barney,":So how do you do it?
",surprise,0.8825775384902954
6x21 - Hopeless,Barney,":Maybe I've met her already.
",neutral,0.571744441986084
6x21 - Hopeless,Barney,":Maybe some other time.
",neutral,0.9235047101974487
6x21 - Hopeless,Barney,":I'm going fishing with my dad.
",joy,0.5308705568313599
6x21 - Hopeless,Barney,"This... sucks.
",disgust,0.8406962752342224
5x15 - Rabbit or Duck,Ted," Well, that explains where Barney is.
",neutral,0.9625146985054016
5x15 - Rabbit or Duck,Robin," Dibs on his wings!
",disgust,0.37241673469543457
5x15 - Rabbit or Duck,Barney," Hey, guys!
",joy,0.8873777985572815
5x15 - Rabbit or Duck,Ted," Hey!
",joy,0.7752019166946411
5x15 - Rabbit or Duck,Barney," Does anyone know who won the Superbowl?
",neutral,0.6199190616607666
5x15 - Rabbit or Duck,Marshall," You were there. It was the...
",surprise,0.5858514904975891
5x15 - Rabbit or Duck,Barney," I won! Because I'm now in possession of a magic phone that always rings. And you know who's always usually on the other end? A chick. So how many chicks do I have calling me now? Infinity! Guys, remember Ranjit?
",surprise,0.709729015827179
5x15 - Rabbit or Duck,Ted," Hey, Ranjit!
",joy,0.8024297952651978
5x15 - Rabbit or Duck,Marshall," Good to see you.
",joy,0.9674769043922424
5x15 - Rabbit or Duck,Barney," OK I've enlisted Ranjit's services as my personal driver because for the next week I'll be sleeping with hundreds of women and I don't want to take the subway cause... you know... germs!
",disgust,0.5908465385437012
5x15 - Rabbit or Duck,Ted," Wait, you're... you're actually gonna hook up with these girls that call you?
",surprise,0.7688078880310059
5x15 - Rabbit or Duck,Barney," Oh, indubitably! I'm meeting the first one here any minute. Keep your eyes pealed for a red sweater. Based on her texts, she's dirty, dyslexic and want to 96 me, semi-colon and parenthesis.
",disgust,0.7598353624343872
5x15 - Rabbit or Duck,Ted," This ought to be good. I can only imagine the quality of girls...
",neutral,0.512809157371521
5x15 - Rabbit or Duck,Barney," Magic phone, guys.
",neutral,0.7390524744987488
5x15 - Rabbit or Duck,Robin," Oh, hey guys, hey Ranjit.
",joy,0.8965515494346619
5x15 - Rabbit or Duck,Lily," Hey.
",neutral,0.6344338655471802
5x15 - Rabbit or Duck,Marshall," How's it going?
",neutral,0.6685498356819153
5x15 - Rabbit or Duck,Ted," That beer looks a little flat.
",disgust,0.6943996548652649
5x15 - Rabbit or Duck,Robin," Nuh, it's scotch.
",neutral,0.5855997800827026
5x15 - Rabbit or Duck,Ted," Something troubling you, kiddo?
",fear,0.6710361242294312
5x15 - Rabbit or Duck,Robin," Hhhhh Don.
",sadness,0.38024717569351196
5x15 - Rabbit or Duck,Robin," Now that's what I call having a woof over your head. Don. DON?
",neutral,0.36683955788612366
5x15 - Rabbit or Duck,Lily," He asked you out?
",surprise,0.7579062581062317
5x15 - Rabbit or Duck,Robin," He asked me out.
",neutral,0.4830307066440582
5x15 - Rabbit or Duck,Ted," That's crazy! And they use ""Ulee"" because of the vowels.
",disgust,0.4089782238006592
5x15 - Rabbit or Duck,Marshall," What did you say?
",surprise,0.6426273584365845
5x15 - Rabbit or Duck,Robin," Well we were on the air, I was on the spot, so I said OK.
",neutral,0.3702065050601959
5x15 - Rabbit or Duck,Lily," Oh, oh, oh!
",surprise,0.49716633558273315
5x15 - Rabbit or Duck,Marshall," Robin, you're gonna marry this man so freaking hard, right in the butt.
",disgust,0.5008854866027832
5x15 - Rabbit or Duck,Robin," What? Nooo I HATE Don. And now I can't cancel because I said I would go out with him on the air.
",anger,0.5346022248268127
5x15 - Rabbit or Duck,Marshall," What would your viewers think?
",neutral,0.8605783581733704
5x15 - Rabbit or Duck,Ted," Wow wow wow, you said you'd go out with him on Valentine's? I thought we had plans!
",surprise,0.9734202027320862
5x15 - Rabbit or Duck,Robin," Getting drunk and cleaning the apartment was a plan?
",disgust,0.6035065054893494
5x15 - Rabbit or Duck,Ted," I did NOT...say... it was a good plan.
",neutral,0.5289513468742371
5x15 - Rabbit or Duck,Barney," Guys, guys, guys, we're on me now. And it is getting in-teh-resting. Looks at these texts. Read this one. Yowza! Now look at this one. Does she text her mother with those fingers? Now look at this one... or this one, or this one, or this one, or...
",disgust,0.5382777452468872
5x15 - Rabbit or Duck,Ted," OK OK OK buddy, how about you do this? Go nail that girl, then read your texts.
",anger,0.5343275666236877
5x15 - Rabbit or Duck,Barney," I can't do that, Ted. I just can't hook up with a girl if there is a hotter girl out there with whom up can be hooked.
",neutral,0.7056844234466553
5x15 - Rabbit or Duck,Lily," Isn't there always a hotter girl?
",neutral,0.6866115927696228
5x15 - Rabbit or Duck,Barney," I know, isn't it wonderful?
",surprise,0.45030251145362854
5x15 - Rabbit or Duck,Ted," So there's a hotter girl. Isn't that the problem in a nutshell? There's too many options. You got internet dating, you got bars...
",neutral,0.8564613461494446
5x15 - Rabbit or Duck,Lily," Holding up your phone number on national TV.
",neutral,0.9338281154632568
5x15 - Rabbit or Duck,Ted," Hm.
",neutral,0.9024073481559753
5x15 - Rabbit or Duck,Marshall," It is true. It's very rare that two people just meet and fall madly in love... like Robin and Don.
",neutral,0.49147099256515503
5x15 - Rabbit or Duck,Robin," Oh but we're not even like going out for dinner, we're just hanging out at his place.
",neutral,0.8198264241218567
5x15 - Rabbit or Duck,Robin," No, it's not like that. It's just us and a bunch of other people.
",neutral,0.8950341939926147
5x15 - Rabbit or Duck,Lily," Wait, Robin, what exactly did Don say when he asked you out?
",surprise,0.5629386305809021
5x15 - Rabbit or Duck,Robin," Errrrrrr...I... OK.
",neutral,0.35951104760169983
5x15 - Rabbit or Duck,Lily," Robin, Don didn't ask you out.
",neutral,0.4143030345439911
5x15 - Rabbit or Duck,Robin," Err, of course he asked me out.
",neutral,0.8206332921981812
5x15 - Rabbit or Duck,Ted," Err no he didn't.
",neutral,0.8470034003257751
5x15 - Rabbit or Duck,Robin," Yes, he did. He did. He did. He DID!
",anger,0.6789600253105164
5x15 - Rabbit or Duck,Marshall," Well, dog my cats! I think I know what's going on here. Robin... did you WANT Don to ask out?
",surprise,0.44354209303855896
5x15 - Rabbit or Duck,Robin," Whaaat?!!
",surprise,0.8743542432785034
5x15 - Rabbit or Duck,Ted," See! That right there is what free will gets you. Constant ego-shattering uncertainty. I'm done with that. I want what Ranjit has. I've spent my entire adult life looking for the perfect woman and I'm spending Valentine's Day scrubbing the toilet. I need someone else to find me that woman. Marshall, Lily, arrange-marriage me!
",neutral,0.535376787185669
5x15 - Rabbit or Duck,Barney,"
",neutral,0.6658620834350586
5x15 - Rabbit or Duck,Marshall," You want us to arrange your marriage?
",surprise,0.48181265592575073
5x15 - Rabbit or Duck,Ted," Absolutely. Looks there's two sides to dating, right? Picking and getting picked. Getting picked, I'm good at. Ladies looove Teddy Westside.
",joy,0.5082414746284485
5x15 - Rabbit or Duck,Marshall," You're waiting for me to comment on your self-assigned nickname? Well, here's my comment. I love it.
",joy,0.5563369989395142
5x15 - Rabbit or Duck,Ted," Really?!
",surprise,0.9463251233100891
5x15 - Rabbit or Duck,Marshall," Teddy Westside? Continue.
",neutral,0.8988906145095825
5x15 - Rabbit or Duck,Ted," It's the picking, I suck at. I pick the wrong girls. But you guys, you're the best pickers I know. You picked each other.
",disgust,0.7795735597610474
5x15 - Rabbit or Duck,Lily," Oh well with the slight assist from the Wesleyan housing department.
",joy,0.5502484440803528
5x15 - Rabbit or Duck,Marshall," And a healthy splash of Drakkar Noir.
",neutral,0.6380971074104309
5x15 - Rabbit or Duck,Ted," Get out there and find me a girl. We'll double date on Valentine's Day. If I like her, I will marry her... if she's cool with it. And she will be. Cause I'll wear my nice blazer.
",joy,0.5182366371154785
5x15 - Rabbit or Duck,Marshall," I love that blazer. Almost as much as Robin loves Don.
",joy,0.8833378553390503
5x15 - Rabbit or Duck,Robin," I do not love Don.
",sadness,0.9470964074134827
5x15 - Rabbit or Duck,Marshall," Robin, neurologically speaking, the part of the human brain that makes you hate people is located right next to the part of the brain that makes you want to jump people's bones. The two responses are so similar, it's hard to tell them apart.
",disgust,0.43593621253967285
5x15 - Rabbit or Duck,Ted," You know what it's like? Wait, I have to get a book. Give me 30 seconds.
",neutral,0.7947520017623901
5x15 - Rabbit or Duck,Ted," OK this is fun. Look at this picture. It's a rabbit! You can look at it for hours and be absolutely sure it's a rabbit. But then one day, you look at it and you realize, ""wait a second, it's a duck!"" Rabbit, duck, rabbit, duck. Isn't it fun?
",anger,0.34624409675598145
5x15 - Rabbit or Duck,Marshall," Relationships are like that. I mean, look, when you first met Don, you hated him, you thought ""This guy's a duck"", but one of these days you're gonna realize ""This is actually someone that I love, he's a rabbit"".
",disgust,0.7639133930206299
5x15 - Rabbit or Duck,Ted," Wow I think you got it backwards there, buddy. The duck is the thing you love, the rabbit is the thing you hate.
",disgust,0.3642430901527405
5x15 - Rabbit or Duck,Marshall," What?!!
",surprise,0.9115388989448547
5x15 - Rabbit or Duck,Robin," Yeah I got to agree. Duck's up, rabbit down.
",neutral,0.9033321738243103
5x15 - Rabbit or Duck,Lily," Definitely. Ducks are better than rabbits.
",neutral,0.9121121764183044
5x15 - Rabbit or Duck,Marshall," I got... ducks are... ducks are... rabbits are adorable. Ducks are aargh. Have you ever been in a fight with a duck? I mean, ducks are... jerks.
",disgust,0.4106493294239044
5x15 - Rabbit or Duck,Ted," Duck is delicious. Rabbit is all gamey.
",joy,0.5123283267021179
5x15 - Rabbit or Duck,Marshall,"
",neutral,0.6658620834350586
5x15 - Rabbit or Duck,Ted,"
",neutral,0.6658620834350586
5x15 - Rabbit or Duck,Marshall," Who carries a duck's foot for good luck? Anyone?
",neutral,0.9437448382377625
5x15 - Rabbit or Duck,Robin," You wrap yourself in a comforter stuffed with rabbit hair.
",disgust,0.7919427156448364
5x15 - Rabbit or Duck,Ted," Hold on, I've got to get another book.
",neutral,0.43389689922332764
5x15 - Rabbit or Duck,Ted," Then why don't we take, a rabbit, a duck, stick 'em in a cardboard box and let them fight it out?
",anger,0.7614896297454834
5x15 - Rabbit or Duck,Marshall," Because it's illegal, Ted!
",anger,0.8182706832885742
5x15 - Rabbit or Duck,Ted," Only if we bet on it, Marshall!
",neutral,0.46600306034088135
5x15 - Rabbit or Duck,Marshall," FINE! I CAN SEE IT! YOU WIN!
",surprise,0.3456798195838928
5x15 - Rabbit or Duck,Robin," Say it.
",neutral,0.8618762493133545
5x15 - Rabbit or Duck,Ted," You have to say it.
",neutral,0.893907368183136
5x15 - Rabbit or Duck,Marshall," Duck's good...
",joy,0.671862006187439
5x15 - Rabbit or Duck,Robin," YAYYYYY.
",joy,0.5843877196311951
5x15 - Rabbit or Duck,Lily," YAY.
",neutral,0.4411645531654358
5x15 - Rabbit or Duck,Ted," YESSS.
",neutral,0.9112383723258972
5x15 - Rabbit or Duck,Robin," Thank you. And Don is, and always will be, a rabbit.
",neutral,0.7654563188552856
5x15 - Rabbit or Duck,Ted," Oh I wouldn't be so sure about that, Robin. Think about it. Don... Donald. Donald... Duck.
",neutral,0.8207722902297974
5x15 - Rabbit or Duck,Lily," Pants.
",neutral,0.6686586141586304
5x15 - Rabbit or Duck,Ted," Pants. Don's... a duck
",neutral,0.6331873536109924
5x15 - Rabbit or Duck,Marshall," I'll allow it.
",neutral,0.8625174164772034
5x15 - Rabbit or Duck,Ted," Lawyered.
",neutral,0.7714337706565857
5x15 - Rabbit or Duck,Barney," There is no place I would rather be and no one I would rather be with...
",sadness,0.8998621106147766
5x15 - Rabbit or Duck,Barney," McLaren's pub.
",disgust,0.48303699493408203
5x15 - Rabbit or Duck,Barney," Well, heeelllooo.
",neutral,0.7372300028800964
5x15 - Rabbit or Duck,Barney," There is no place I would rather be, and no one I would rather be
",sadness,0.7752931118011475
5x15 - Rabbit or Duck,Barney," McLaren's pub.
",disgust,0.48303699493408203
5x15 - Rabbit or Duck,Barney," Well, heeelllooo.
",neutral,0.7372300028800964
5x15 - Rabbit or Duck,Barney," No place I'd rather be, no one I'd rather b...  baaah... for Pete's sake.
",sadness,0.39392003417015076
5x15 - Rabbit or Duck,Barney," McLaren's pub.
",disgust,0.48303699493408203
5x15 - Rabbit or Duck,Barney," Well, heeelllooo.
",neutral,0.7372300028800964
5x15 - Rabbit or Duck,Barney," OK.
",neutral,0.7586144208908081
5x15 - Rabbit or Duck,Barney," Ay ay ay.
",neutral,0.9110680222511292
5x15 - Rabbit or Duck,Barney," Yeah of course. Why, why wouldn't I be?...
",surprise,0.7355198860168457
5x15 - Rabbit or Duck,Barney," I'm free.
",joy,0.58375084400177
5x15 - Rabbit or Duck,Barney," Ahh now this feels right. There is no place I would rather be, and no one I would rather be...
",joy,0.7789171934127808
5x15 - Rabbit or Duck,Barney," Did you hear that?
",surprise,0.8584497570991516
5x15 - Rabbit or Duck,Barney," Shhhhhhhh.
",disgust,0.5159878730773926
5x15 - Rabbit or Duck,Barney," McLaren's pub!!
",surprise,0.3522295653820038
5x15 - Rabbit or Duck,Barney,"
",neutral,0.6658620834350586
5x15 - Rabbit or Duck,Marshall," Aren't we supposed to go on a double date with Ted?
",surprise,0.4621295928955078
5x15 - Rabbit or Duck,Lily," Ted? No, he's not seeing anyone. Remember, he asked us to find...
",neutral,0.5754584074020386
5x15 - Rabbit or Duck,Marshall," Oh, no.
",neutral,0.2990080714225769
5x15 - Rabbit or Duck,Marshall," Hey! Hey, wanna get married?
",joy,0.5602032542228699
5x15 - Rabbit or Duck,Lily,"
",neutral,0.6658620834350586
5x15 - Rabbit or Duck,Marshall,"
",neutral,0.6658620834350586
5x15 - Rabbit or Duck,Lily," You can be choosey? You're in a bar on Valentine's Day, uh!
",surprise,0.4924960136413574
5x15 - Rabbit or Duck,Marshall," Hey, just real quick...
",neutral,0.7614721655845642
5x15 - Rabbit or Duck,Lily," Man, Ted's right, it's tough out there.
",disgust,0.5086724162101746
5x15 - Rabbit or Duck,Marshall," This is stupid. You know what, we forgot about this. I'm sure Ted did also.
",disgust,0.5090829133987427
5x15 - Rabbit or Duck,Ted," Here comes the groom in his favorite blazer, gonna meet my wife and I'm...laser, tazer, gaze her, take, bathe her?
",neutral,0.5510615110397339
5x15 - Rabbit or Duck,Robin," Hey, Ted?
",surprise,0.6414698362350464
5x15 - Rabbit or Duck,Ted," Yeah?
",surprise,0.8496301770210266
5x15 - Rabbit or Duck,Robin," Before you go meet your future wife, why don't you swing by Don's party with me?
",anger,0.4136832654476166
5x15 - Rabbit or Duck,Ted," That's what you're wearing?
",surprise,0.7910511493682861
5x15 - Rabbit or Duck,Robin," Yeah, why?
",surprise,0.8516766428947449
5x15 - Rabbit or Duck,Ted," He's a duck. That dude be straight-ducking. ""And I think that I'll amaze her"". Nailed it!
",anger,0.5670329332351685
5x15 - Rabbit or Duck,Ted," Look, Robin, I don't wanna crowd you on your little date here, so if things start to get hot and heavy with Don...
",neutral,0.5639641284942627
5x15 - Rabbit or Duck,Robin," They're not gonna get...
",sadness,0.5364565849304199
5x15 - Rabbit or Duck,Ted," I'm just saying, if they do... I'll just say ""Well, I got a dinner res"" and then, wait this is the last part, I've been working on it for a while... I'll duck out.
",neutral,0.9336461424827576
5x15 - Rabbit or Duck,Robin," Ha ha ha. It's not gonna get happen... but yeah, do that!
",anger,0.5868659019470215
5x15 - Rabbit or Duck,Ted," Well, I got a dinner res...
",joy,0.5170081257820129
5x15 - Rabbit or Duck,Robin," Come... god, Don, what the hell are you doing?
",surprise,0.39928388595581055
5x15 - Rabbit or Duck,Robin," Yeah, cause I would never, could like, standards, so... you know... I thought this was a party.
",neutral,0.48010310530662537
5x15 - Rabbit or Duck,Robin," Ted's not my date. He's a friend.
",neutral,0.9140269756317139
5x15 - Rabbit or Duck,Robin,"
",neutral,0.6658620834350586
5x15 - Rabbit or Duck,Ted," So he's a rabbit. At least you know for sure.
",neutral,0.947900652885437
5x15 - Rabbit or Duck,Robin," Ted, this may hurt a little, I'm recycling your old Architecture Weekly magazines.
",sadness,0.47404906153678894
5x15 - Rabbit or Duck,Ted," What are you doing?
",surprise,0.6802870035171509
5x15 - Rabbit or Duck,Robin," Cleaning. You go on your date. Happy Valentine's Day.
",joy,0.7283554673194885
5x15 - Rabbit or Duck,Marshall," Oh, thank god, you're here!
",joy,0.5883349776268005
5x15 - Rabbit or Duck,Ted," Yeah, I've been thinking, hmm, maybe we should call this whole thing off...
",neutral,0.5350325107574463
5x15 - Rabbit or Duck,Marshall," No. Ted. We got her. It's, it's the craziest thing. We were searching all week and then a couple hours ago...
",disgust,0.2705691456794739
5x15 - Rabbit or Duck,Marshall," Trudy?
",surprise,0.6052060723304749
5x15 - Rabbit or Duck,Lily," Married.
",neutral,0.6668767929077148
5x15 - Rabbit or Duck,Marshall," Blah Blah?
",surprise,0.682183563709259
5x15 - Rabbit or Duck,Lily," Committed.
",neutral,0.9158958792686462
5x15 - Rabbit or Duck,Marshall," Relationship?
",surprise,0.7280268669128418
5x15 - Rabbit or Duck,Lily," Bellevue.
",neutral,0.8783541321754456
5x15 - Rabbit or Duck,Marshall," Natalie?
",surprise,0.7043808698654175
5x15 - Rabbit or Duck,Lily," Ted's her least favorite person in the world.
",disgust,0.5316342115402222
5x15 - Rabbit or Duck,Marshall," Well, she's not getting any younger.
",neutral,0.8291905522346497
5x15 - Rabbit or Duck,Barney," Get rid of it. This phone is cursed. Cursed, I tell you! I tried to ignore it but it just never stops ringing. It's ruining my life! I should get that.
",sadness,0.4240541458129883
5x15 - Rabbit or Duck,Barney,"
",neutral,0.6658620834350586
5x15 - Rabbit or Duck,Marshall," We have to find Ted a wife. We're being too choosey. It almost doesn't matter who it is at this point
",neutral,0.8980029225349426
5x15 - Rabbit or Duck,Ted," It's a phone girl!?
",surprise,0.9271709322929382
5x15 - Rabbit or Duck,Marshall," I know, I know... but no, then we met her and Ted... she's a world-class violinist, she's a gourmet cook and she can quote every line from Caddy Shack.
",neutral,0.5742992758750916
5x15 - Rabbit or Duck,Ted," Wow.
",surprise,0.9781324863433838
5x15 - Rabbit or Duck,Marshall," Oh but Natalia, tell Ted the problem.
",neutral,0.4820915460586548
5x15 - Rabbit or Duck,Lily," Yeah, yeah, tell him, tell him!
",anger,0.6864795684814453
5x15 - Rabbit or Duck,Lily,"
",neutral,0.6658620834350586
5x15 - Rabbit or Duck,Marshall,"
",neutral,0.6658620834350586
5x15 - Rabbit or Duck,Ted," What?
",surprise,0.9092840552330017
5x15 - Rabbit or Duck,Ted," Rabbit. Sorry, guys, I gotta go.
",sadness,0.8426793813705444
5x15 - Rabbit or Duck,Marshall," Why would Ted order the rabbit if he's just gonna run out?
",anger,0.33387020230293274
5x15 - Rabbit or Duck,Barney," I need it back. Where is the phone? Well, heeellooooo. Oh I met you already. Where is the phone?
",surprise,0.6342191696166992
5x15 - Rabbit or Duck,Lily," It's hidden.
",disgust,0.4551795721054077
5x15 - Rabbit or Duck,Barney," Where?
",neutral,0.747223973274231
5x15 - Rabbit or Duck,Robin," You go on your date. Happy Valentine's Day.
",joy,0.8494786620140076
5x15 - Rabbit or Duck,Ted," Barney's phone... I wonder how it got in there?
",surprise,0.9707702398300171
5x15 - Rabbit or Duck,Robin," Ted! Come on. Big date.
",neutral,0.36819127202033997
5x15 - Rabbit or Duck,Ted," Uh what's the harm... Hello!
",surprise,0.5139289498329163
5x15 - Rabbit or Duck,Ted," Terrific. I will see you there. And I'll be the guy in the awesome blazer. Ah ah ah I think you'll know the blazer when you see it. Oooh! I gotta go.
",joy,0.4531109035015106
5x15 - Rabbit or Duck,Marshall," Oh, thank god, you're here.
",joy,0.6080144047737122
